Word,Substitute,Frequency,Length
ಅನ್ನಬಹುದು,ಅನ್ನಬಹುದು,1,9
ಡಮಾಸ್ಕಸ್‌,ಡಮಾಸ್ಕಸ್‌,1,9
ಅಗೆಯುವುದು,ಅಗೆಯುವುದು,1,9
ಗೋಧಿಯನ್ನು,ಗೋಧಿಯನ್ನು,1,9
ಗುರುತನ್ನು,ಗುರುತನ್ನು,3,9
ಲಾಠಿಯನ್ನು,ಲಾಠಿಯನ್ನು,2,9
ಮಾಡಬಲ್ಲೆಯ,ಮಾಡಬಲ್ಲೆಯ,1,9
ಸೃಷ್ಟಿಸಿದ,ಸೃಷ್ಟಿಸಿದ,2,9
ದಾರುಣವಾಗಿ,ದಾರುಣವಾಗಿ,1,9
ಮೀರಿಸುವಂಥ,ಮೀರಿಸುವಂಥ,1,9
ಸಹನೆಯನ್ನು,ಸಹನೆಯನ್ನು,1,9
ಬೊಗಳ್ತೀರಾ,ಬೊಗಳ್ತೀರಾ,1,9
ಅಳುವಿಗಿಂತ,ಅಳುವಿಗಿಂತ,1,9
ಅಳಬೇಕೆಂದು,ಅಳಬೇಕೆಂದು,1,9
ಕೊಂಡಿದ್ದೆ,ಕೊಂಡಿದ್ದೆ,1,9
ನಷ್ಟವನ್ನು,ನಷ್ಟವನ್ನು,1,9
ಮುಂದೂಡಿದೆ,ಮುಂದೂಡಿದೆ,1,9
ಮಾತಾಡಿದಳು,ಮಾತಾಡಿದಳು,1,9
ಕೇಳಿಕೊಂಡೆ,ಕೇಳಿಕೊಂಡೆ,1,9
ತೋಡಿಕೊಂಡು,ತೋಡಿಕೊಂಡು,1,9
ಹೆಸರಾದವರು,ಹೆಸರಾದವರು,1,9
ವಿನ್ಯಾಸಗಳ,ವಿನ್ಯಾಸಗಳ,2,9
ಕೆಳಗಿನಿಂದ,ಕೆಳಗಿನಿಂದ,2,9
ನೊಣಗಳವೆಯಾ,ನೊಣಗಳವೆಯಾ,1,9
ರಂಧ್ರಕ್ಕೂ,ರಂಧ್ರಕ್ಕೂ,1,9
ಹೀಗಿದ್ದರೆ,ಹೀಗಿದ್ದರೆ,1,9
ಷಡ್ಭುಜಗಳು,ಷಡ್ಭುಜಗಳು,2,9
ಕಾರ್ಪೆಟ್‌,ಕಾರ್ಪೆಟ್‌,1,9
ಜೀವಿಗಳಲ್ಲ,ಜೀವಿಗಳಲ್ಲ,1,9
ತೊಡಗಿಕೊಂಡ,ತೊಡಗಿಕೊಂಡ,1,9
ಯಾರಿಗಾದರು,ಯಾರಿಗಾದರು,1,9
ಪ್ರಣವ್‌ಗೆ,ಪ್ರಣವ್‌ಗೆ,1,9
ಜೋಡಿಸಿದಾಗ,ಜೋಡಿಸಿದಾಗ,3,9
ಬರ್ತಿದ್ದಿ,ಬರ್ತಿದ್ದಿ,1,9
ಕಂದುಬಣ್ಣದ,ಕಂದುಬಣ್ಣದ,2,9
ಕಾಲುಗಳನ್ನ,ಕಾಲುಗಳನ್ನ,1,9
ನಿಧಾನಕ್ಕೆ,ನಿಧಾನಕ್ಕೆ,4,9
ಸ್ವಲ್ಪದಿನ,ಸ್ವಲ್ಪದಿನ,1,9
ಜೇಬಿನಲ್ಲಿ,ಜೇಬಿನಲ್ಲಿ,2,9
ನಾಯಿಮರಿಗೆ,ನಾಯಿಮರಿಗೆ,1,9
ಬಿಕ್ಕಳಿಕೆ,ಬಿಕ್ಕಳಿಕೆ,4,9
ಸಣ್ಣಗೋಧಿಯ,ಸಣ್ಣಗೋಧಿಯ,1,9
ಬಿಸಿಪಟ್ಟಿ,ಬಿಸಿಪಟ್ಟಿ,1,9
ಕೆಂಡದಲ್ಲಿ,ಕೆಂಡದಲ್ಲಿ,1,9
ಅವರವರಲ್ಲಿ,ಅವರವರಲ್ಲಿ,1,9
ಹಿಂದೆಸರಿದ,ಹಿಂದೆಸರಿದ,1,9
ನನ್ನಿಚ್ಛಿ,ನನ್ನಿಚ್ಛಿ,1,9
ಕೆಳಗಿಟ್ಟು,ಕೆಳಗಿಟ್ಟು,1,9
ಪೂಚಿಗೊಬ್ಬ,ಪೂಚಿಗೊಬ್ಬ,1,9
ಮುಟ್ಟಿದರೂ,ಮುಟ್ಟಿದರೂ,1,9
ಕತ್ತಲಿರುವ,ಕತ್ತಲಿರುವ,1,9
ಅಡಗಿಕೊಂಡೇ,ಅಡಗಿಕೊಂಡೇ,1,9
ಕೂದಲುಭರಿತ,ಕೂದಲುಭರಿತ,1,9
ಹೊತ್ತಿದ್ದ,ಹೊತ್ತಿದ್ದ,1,9
ಸೊಳ್ಳೆಗಳು,ಸೊಳ್ಳೆಗಳು,5,9
ಸಾಗುತ್ತವೆ,ಸಾಗುತ್ತವೆ,1,9
ಪೂಚಿಯನ್ನು,ಪೂಚಿಯನ್ನು,3,9
ಭಾಷೆಯಲ್ಲೇ,ಭಾಷೆಯಲ್ಲೇ,1,9
ಹಾರಿಹೋಗುವ,ಹಾರಿಹೋಗುವ,1,9
ಹುದುಗಿದನು,ಹುದುಗಿದನು,1,9
ಯಾರಿಗೆಲ್ಲ,ಯಾರಿಗೆಲ್ಲ,1,9
ಮನೆಯಿಲ್ಲದ,ಮನೆಯಿಲ್ಲದ,1,9
ಕುರೂಪದಿಂದ,ಕುರೂಪದಿಂದ,1,9
ಸ್‌ಸ್‌ಶ್‌,ಸ್‌ಸ್‌ಶ್‌,1,9
ಚೀರುತ್ತಲೇ,ಚೀರುತ್ತಲೇ,1,9
ತಣ್ಣಗಿದ್ದ,ತಣ್ಣಗಿದ್ದ,1,9
ರುಚಿಕಟ್ಟು,ರುಚಿಕಟ್ಟು,1,9
ರೊಟ್ಟಿಗಳು,ರೊಟ್ಟಿಗಳು,1,9
ಎಳೆಎಳೆಯಾದ,ಎಳೆಎಳೆಯಾದ,1,9
ಮನೆಯೊಳಗಿನ,ಮನೆಯೊಳಗಿನ,1,9
ಕುಂಡದಲ್ಲಿ,ಕುಂಡದಲ್ಲಿ,1,9
ಚೂರುಗಳಿಂದ,ಚೂರುಗಳಿಂದ,1,9
ಗಿಣಿಯನ್ನು,ಗಿಣಿಯನ್ನು,3,9
ಬಣ್ಣಗಳಿವೆ,ಬಣ್ಣಗಳಿವೆ,1,9
ಹಿಗ್ಗಿದಳು,ಹಿಗ್ಗಿದಳು,1,9
ಕಿರೀಟದಂತೆ,ಕಿರೀಟದಂತೆ,1,9
ಮುಟ್ಟಿದಳು,ಮುಟ್ಟಿದಳು,1,9
ಬೀರುತ್ತಲೇ,ಬೀರುತ್ತಲೇ,1,9
ಮೊನೆಯನ್ನು,ಮೊನೆಯನ್ನು,3,9
ಉಡುಪಿನಿಂದ,ಉಡುಪಿನಿಂದ,1,9
ಸೀಳಿಕೊಂಡು,ಸೀಳಿಕೊಂಡು,2,9
ಏನಾಗುವುದೋ,ಏನಾಗುವುದೋ,1,9
ಗುಡುಗಿದರು,ಗುಡುಗಿದರು,2,9
ಗೋಡೆಯನ್ನು,ಗೋಡೆಯನ್ನು,9,9
ಗಿಣಿಗಳಂತೆ,ಗಿಣಿಗಳಂತೆ,4,9
ವಿಷಾದದಿಂದ,ವಿಷಾದದಿಂದ,2,9
ಮುರಿದಿರುವ,ಮುರಿದಿರುವ,1,9
ಹಾಳೆಯನ್ನು,ಹಾಳೆಯನ್ನು,2,9
ಪಚ್ಚೆಪಂಖಿ,ಪಚ್ಚೆಪಂಖಿ,1,9
ಕರೆಯಬಹುದು,ಕರೆಯಬಹುದು,4,9
ಸೆನೆಯುತ್ತ,ಸೆನೆಯುತ್ತ,1,9
ಆಕ್ಟೋಪಸ್‌,ಆಕ್ಟೋಪಸ್‌,9,9
ಈಜತೊಡಗಿತು,ಈಜತೊಡಗಿತು,1,9
ಅಲೆಗಳನ್ನು,ಅಲೆಗಳನ್ನು,2,9
ಮುಳುಗಿಸುವ,ಮುಳುಗಿಸುವ,1,9
ಕಡಲಿನಲ್ಲಿ,ಕಡಲಿನಲ್ಲಿ,2,9
ಮೂಳೆಮಾಂಸದ,ಮೂಳೆಮಾಂಸದ,1,9
ಹತ್ತರಷ್ಟು,ಹತ್ತರಷ್ಟು,1,9
ಳೆಗಳಿಗಿಂತ,ಳೆಗಳಿಗಿಂತ,1,9
ಗಾತ್ರಕ್ಕೆ,ಗಾತ್ರಕ್ಕೆ,1,9
ಸೋಸುತ್ತದೆ,ಸೋಸುತ್ತದೆ,1,9
ಬಿಡಿಸಿದರೆ,ಬಿಡಿಸಿದರೆ,1,9
ಬಡಿಯುವಂತೆ,ಬಡಿಯುವಂತೆ,1,9
ಬಾಲವಿಲ್ಲದ,ಬಾಲವಿಲ್ಲದ,1,9
ಎಲ್ಲದರಿಂದ,ಎಲ್ಲದರಿಂದ,1,9
ಕಿಲೋಗ್ರಾಂ,ಕಿಲೋಗ್ರಾಂ,2,9
ಸೌತೆಕಾಯಿಯ,ಸೌತೆಕಾಯಿಯ,1,9
ಹೋಲಿಸಿದರೆ,ಹೋಲಿಸಿದರೆ,6,9
ನೋಡೋರೆಲ್ಲ,ನೋಡೋರೆಲ್ಲ,1,9
ಕೆಸರಿನಿಂದ,ಕೆಸರಿನಿಂದ,2,9
ಅದಕ್ಕೆಂದೇ,ಅದಕ್ಕೆಂದೇ,2,9
ಬೇಸುರನಿಗೆ,ಬೇಸುರನಿಗೆ,1,9
ಖುಷಿಯಲ್ಲಿ,ಖುಷಿಯಲ್ಲಿ,3,9
ಸಭಿಕರನ್ನು,ಸಭಿಕರನ್ನು,1,9
ಅಲುಗಾಡಿತು,ಅಲುಗಾಡಿತು,2,9
ವಾಲತೊಡಗಿದ,ವಾಲತೊಡಗಿದ,1,9
ಬೊಗಳಲಿಲ್ಲ,ಬೊಗಳಲಿಲ್ಲ,1,9
ಭೀತಿಗೊಂಡು,ಭೀತಿಗೊಂಡು,1,9
ನಿಲ್ಲಜೇಕು,ನಿಲ್ಲಜೇಕು,1,9
ಹೂಕುಂಡಗಳು,ಹೂಕುಂಡಗಳು,1,9
ದೆಸೆಯಲ್ಲಿ,ದೆಸೆಯಲ್ಲಿ,1,9
ತರಂಗಗಳಂತೆ,ತರಂಗಗಳಂತೆ,1,9
ಸ್ಥಾನಕ್ಕೆ,ಸ್ಥಾನಕ್ಕೆ,1,9
ಅಧಿಕೇಂದ್ರ,ಅಧಿಕೇಂದ್ರ,1,9
ಅಂಕಗಳಲ್ಲಿ,ಅಂಕಗಳಲ್ಲಿ,1,9
ಉಪಕರಣಕ್ಕೆ,ಉಪಕರಣಕ್ಕೆ,1,9
ನಿಕೊಬಾರ್‌,ನಿಕೊಬಾರ್‌,1,9
ಸಂಸ್ಥಾನಗಳ,ಸಂಸ್ಥಾನಗಳ,1,9
ಗೋಡೆಗಳಿಂದ,ಗೋಡೆಗಳಿಂದ,2,9
ಬೀಳಬಹುದಾದ,ಬೀಳಬಹುದಾದ,1,9
ಕಾಯುತ್ತಲೆ,ಕಾಯುತ್ತಲೆ,1,9
ಉಲಿಯುವಿಕೆ,ಉಲಿಯುವಿಕೆ,1,9
ಕಣ್ಣಿಟ್ಟು,ಕಣ್ಣಿಟ್ಟು,3,9
ಹೆಕ್ಕುತ್ತ,ಹೆಕ್ಕುತ್ತ,1,9
ಸೌಟಿನಷ್ಟು,ಸೌಟಿನಷ್ಟು,1,9
ಬ್ರೆಡ್ಡಿನ,ಬ್ರೆಡ್ಡಿನ,2,9
ಅರಿವಿತ್ತು,ಅರಿವಿತ್ತು,1,9
ಸೌಮ್ಯವಾಗಿ,ಸೌಮ್ಯವಾಗಿ,1,9
ಕಾಳೂಡಿಸಲು,ಕಾಳೂಡಿಸಲು,1,9
ಬಿಡುತ್ತವೊ,ಬಿಡುತ್ತವೊ,1,9
ಅನುರಾಧಾಗೆ,ಅನುರಾಧಾಗೆ,5,9
ಆಗಿರಬಾರದೆ,ಆಗಿರಬಾರದೆ,1,9
ತುಟಿಗಳಿಗೆ,ತುಟಿಗಳಿಗೆ,1,9
ಬರಹಮುಟುರಿ,ಬರಹಮುಟುರಿ,1,9
ಬಳೆಗಳನ್ನು,ಬಳೆಗಳನ್ನು,4,9
ಇದೇನಾಯ್ತು,ಇದೇನಾಯ್ತು,1,9
ಸುರಿತಿರುವ,ಸುರಿತಿರುವ,1,9
ಕಾಣ್ತಿಲ್ಲ,ಕಾಣ್ತಿಲ್ಲ,2,9
ಮುದ್ದುಮರಿ,ಮುದ್ದುಮರಿ,2,9
ಹೋಗಲೆಬೇಕು,ಹೋಗಲೆಬೇಕು,1,9
ಕೊಚೂವನ್ನು,ಕೊಚೂವನ್ನು,1,9
ಇಷ್ಟೊತ್ತು,ಇಷ್ಟೊತ್ತು,1,9
ಪ್ರಕೃತಿಗೆ,ಪ್ರಕೃತಿಗೆ,1,9
ಕತೆಗಳೆಲ್ಲ,ಕತೆಗಳೆಲ್ಲ,1,9
ಹಬ್ಬದಲ್ಲಿ,ಹಬ್ಬದಲ್ಲಿ,1,9
ಹೇಳಬೇಕಂತೆ,ಹೇಳಬೇಕಂತೆ,1,9
ಲಾನುಅಕಮ್‌,ಲಾನುಅಕಮ್‌,3,9
ದುಗುಡಕ್ಕೆ,ದುಗುಡಕ್ಕೆ,1,9
ಕಡೆಗಿತ್ತು,ಕಡೆಗಿತ್ತು,1,9
ಸುಮಿಯಲ್ಲಿ,ಸುಮಿಯಲ್ಲಿ,1,9
ಕೊನ್ಯಾಕ್‌,ಕೊನ್ಯಾಕ್‌,2,9
ವಲಯಗಳಲ್ಲಿ,ವಲಯಗಳಲ್ಲಿ,1,9
ಸಾಂಗ್ಟಮ್‌,ಸಾಂಗ್ಟಮ್‌,1,9
ಭೂಮಿಯಲ್ಲಿ,ಭೂಮಿಯಲ್ಲಿ,6,9
ಚಿಳ್ಳೆಗಳೂ,ಚಿಳ್ಳೆಗಳೂ,1,9
ಆನೆಗಳನ್ನೂ,ಆನೆಗಳನ್ನೂ,1,9
ಚುಕ್ಕಿಯಾಟ,ಚುಕ್ಕಿಯಾಟ,1,9
ಏಲಿಯನ್ನಿನ,ಏಲಿಯನ್ನಿನ,1,9
ಅಂತರಿಕ್ಷದ,ಅಂತರಿಕ್ಷದ,1,9
ಸಿಡುಕಿದಳು,ಸಿಡುಕಿದಳು,2,9
ಕದ್ದಿದ್ದು,ಕದ್ದಿದ್ದು,1,9
ಎನ್ನುವುದೂ,ಎನ್ನುವುದೂ,2,9
ಹೊಟ್ಟೆಗಳೂ,ಹೊಟ್ಟೆಗಳೂ,1,9
ಇಂಜಿನ್ನಿನ,ಇಂಜಿನ್ನಿನ,1,9
ಕಂಗಾಲಾದರು,ಕಂಗಾಲಾದರು,1,9
ನಕ್ಷತ್ರಗಳ,ನಕ್ಷತ್ರಗಳ,4,9
ತಲುಪುವಂತೆ,ತಲುಪುವಂತೆ,2,9
ಕೃಷ್ಣವೇಣಿ,ಕೃಷ್ಣವೇಣಿ,1,9
ಹಾದಿಯನ್ನು,ಹಾದಿಯನ್ನು,3,9
ಹುಡುಕುವಾಗ,ಹುಡುಕುವಾಗ,1,9
ಯೋಚಿಸಬೇಡಿ,ಯೋಚಿಸಬೇಡಿ,1,9
ಕಾಣಿಸಬೇಕು,ಕಾಣಿಸಬೇಕು,1,9
ಟಿವಿಯಲ್ಲೇ,ಟಿವಿಯಲ್ಲೇ,1,9
ಅಂಚಿನೊಳಗೇ,ಅಂಚಿನೊಳಗೇ,1,9
ವಿವರಣೆಕಾರ,ವಿವರಣೆಕಾರ,1,9
ಅಮಿತಾಳಿಗೆ,ಅಮಿತಾಳಿಗೆ,1,9
ತೀರ್ಪುಗಾರ,ತೀರ್ಪುಗಾರ,2,9
ಚಿಣ್ಣಿಗಳು,ಚಿಣ್ಣಿಗಳು,1,9
ತೆಗೆಯುವಳೆ,ತೆಗೆಯುವಳೆ,1,9
ತಳಮಳವನ್ನು,ತಳಮಳವನ್ನು,1,9
ವಿಕೆಟ್‌ಗೆ,ವಿಕೆಟ್‌ಗೆ,1,9
ಸ್ಟಂಪ್ಡ್‌,ಸ್ಟಂಪ್ಡ್‌,1,9
ಆಟಗಾರನಿಗೆ,ಆಟಗಾರನಿಗೆ,1,9
ಹೆಸರಿಟ್ಟು,ಹೆಸರಿಟ್ಟು,2,9
ಫೋನಿನಲ್ಲಿ,ಫೋನಿನಲ್ಲಿ,1,9
ಕರೆಗಳನ್ನು,ಕರೆಗಳನ್ನು,1,9
ಸದಸ್ಯೆಯಾದ,ಸದಸ್ಯೆಯಾದ,1,9
ಸಹಾಯವಾಗುವ,ಸಹಾಯವಾಗುವ,1,9
ಕೊಳ್ಳುವಾಗ,ಕೊಳ್ಳುವಾಗ,1,9
ಗಮನಿಸುವಾಗ,ಗಮನಿಸುವಾಗ,1,9
ಹಂಚುವಷ್ಟು,ಹಂಚುವಷ್ಟು,1,9
ಆಟೋರಿಕ್ಷಾ,ಆಟೋರಿಕ್ಷಾ,3,9
ತೆರೆಯಬೇಕು,ತೆರೆಯಬೇಕು,1,9
ಅಷ್ಟಲ್ಲದೆ,ಅಷ್ಟಲ್ಲದೆ,1,9
ಕೇಳುತ್ತದೆ,ಕೇಳುತ್ತದೆ,1,9
ಎಲ್ಲರೊಡನೆ,ಎಲ್ಲರೊಡನೆ,1,9
ಏನನ್ನಾದರು,ಏನನ್ನಾದರು,4,9
ತರಬೇಕೆಂದು,ತರಬೇಕೆಂದು,1,9
ಮೇಷ್ಟರಿಗೆ,ಮೇಷ್ಟರಿಗೆ,1,9
ಸುಬ್ಬಮ್ಮನ,ಸುಬ್ಬಮ್ಮನ,4,9
ತಯಾರಿಸಿದೆ,ತಯಾರಿಸಿದೆ,2,9
ಕಿತ್ತೆಸೆದ,ಕಿತ್ತೆಸೆದ,1,9
ಉಪಯೋಗಿಸಿದ,ಉಪಯೋಗಿಸಿದ,1,9
ಕರಟಗಳನ್ನು,ಕರಟಗಳನ್ನು,1,9
ಪಕ್ಕದಲ್ಲೆ,ಪಕ್ಕದಲ್ಲೆ,1,9
ಹೇಳುತ್ತಲೆ,ಹೇಳುತ್ತಲೆ,1,9
ಮಾಡುತ್ತಲೆ,ಮಾಡುತ್ತಲೆ,1,9
ಅದರೊಂದಿಗೆ,ಅದರೊಂದಿಗೆ,1,9
ಹೆಂಚಿನಂತೆ,ಹೆಂಚಿನಂತೆ,1,9
ತಲೆಯಾಯಿತು,ತಲೆಯಾಯಿತು,1,9
ಭಾಗವಹಿಸಲು,ಭಾಗವಹಿಸಲು,1,9
ಸಿಮ್ರಾನ್‌,ಸಿಮ್ರಾನ್‌,1,9
ತೂಗುತ್ತದೆ,ತೂಗುತ್ತದೆ,2,9
ಆಗಸದಲಿರುವ,ಆಗಸದಲಿರುವ,1,9
ಅಜ್ಜಿಯಂತೂ,ಅಜ್ಜಿಯಂತೂ,1,9
ಸೋತಿರುವಳು,ಸೋತಿರುವಳು,1,9
ಜಾಣನಲ್ಲವೆ,ಜಾಣನಲ್ಲವೆ,3,9
ಜಾಣನಲ್ಲವೇ,ಜಾಣನಲ್ಲವೇ,3,9
ಕೆಂಡವಾಗಲು,ಕೆಂಡವಾಗಲು,1,9
ಕಳಕೊಳ್ಳಲು,ಕಳಕೊಳ್ಳಲು,1,9
ಮಳೆಗರೆದರು,ಮಳೆಗರೆದರು,1,9
ಸಂತೋಷಗೊಂಡ,ಸಂತೋಷಗೊಂಡ,1,9
ಕೂಗಾಡಿದಳು,ಕೂಗಾಡಿದಳು,1,9
ಬೇರೆನಿಲ್ಲ,ಬೇರೆನಿಲ್ಲ,1,9
ಇರಲೂಬಹುದು,ಇರಲೂಬಹುದು,1,9
ಊಹಿಸುವೆನು,ಊಹಿಸುವೆನು,1,9
ಹೇಳಿರುವರೋ,ಹೇಳಿರುವರೋ,1,9
ಹೇಳಿರುವರು,ಹೇಳಿರುವರು,1,9
ಅವಸರವೇತಕೆ,ಅವಸರವೇತಕೆ,1,9
ತನ್ನೆಡೆಗೆ,ತನ್ನೆಡೆಗೆ,2,9
ಹೆಸರಿಹುದು,ಹೆಸರಿಹುದು,1,9
ಶಕ್ತಿಗಿಂತ,ಶಕ್ತಿಗಿಂತ,1,9
ಸರಿಯತ್ತದೆ,ಸರಿಯತ್ತದೆ,1,9
ಭೂಮಿಯಾದರೆ,ಭೂಮಿಯಾದರೆ,1,9
ಕೊರಳಾದವಳು,ಕೊರಳಾದವಳು,1,9
ಓದುತ್ತೇನೆ,ಓದುತ್ತೇನೆ,1,9
ದೆಹಲಿಯಿಂದ,ದೆಹಲಿಯಿಂದ,1,9
ಅಲ್ಲೆಲ್ಲೂ,ಅಲ್ಲೆಲ್ಲೂ,2,9
ಹೆಚ್ಚಾದಾಗ,ಹೆಚ್ಚಾದಾಗ,2,9
ಹಸಿರಿನಿಂದ,ಹಸಿರಿನಿಂದ,1,9
ಬೆಳಕಿನಿಂದ,ಬೆಳಕಿನಿಂದ,1,9
ಗಿಡಗಳಷ್ಟು,ಗಿಡಗಳಷ್ಟು,1,9
ಹಂಗಿಸಿದರು,ಹಂಗಿಸಿದರು,1,9
ತಮ್ಮಂತಹವೇ,ತಮ್ಮಂತಹವೇ,1,9
ಸಂಶೋಧನೆಯು,ಸಂಶೋಧನೆಯು,1,9
ಡಾಕ್ಟರಲ್‌,ಡಾಕ್ಟರಲ್‌,1,9
ಸಂಶೋಧನೆಗೆ,ಸಂಶೋಧನೆಗೆ,2,9
ಫೆಲೋಶಿಪ್‌,ಫೆಲೋಶಿಪ್‌,1,9
ಸೇವೆಯಲ್ಲಿ,ಸೇವೆಯಲ್ಲಿ,1,9
ಸೃಷ್ಟಿಸಲು,ಸೃಷ್ಟಿಸಲು,1,9
ಬದುಕುತ್ತಾ,ಬದುಕುತ್ತಾ,1,9
ಸೈಬೀರಿಯಾದ,ಸೈಬೀರಿಯಾದ,2,9
ಮನೆಯೆಂದರೆ,ಮನೆಯೆಂದರೆ,1,9
ದುರ್ಗೇಶ್‌,ದುರ್ಗೇಶ್‌,9,9
ಕುಣಿಸುತ್ತ,ಕುಣಿಸುತ್ತ,2,9
ಒರಂಗುಟನ್‌,ಒರಂಗುಟನ್‌,2,9
ಪ್ರಾಣಿಯದು,ಪ್ರಾಣಿಯದು,1,9
ಇದ್ಯಾವುದೂ,ಇದ್ಯಾವುದೂ,1,9
ಪಾದಗಳಿರುವ,ಪಾದಗಳಿರುವ,2,9
ಪಾದಗಳುಳ್ಳ,ಪಾದಗಳುಳ್ಳ,2,9
ಎತ್ತೆತ್ತಿ,ಎತ್ತೆತ್ತಿ,2,9
ಶ್ರೀಲಂಕಾದ,ಶ್ರೀಲಂಕಾದ,2,9
ಹೋಗುತ್ತವಾ,ಹೋಗುತ್ತವಾ,1,9
ಪ್ರದೇಶಗಳು,ಪ್ರದೇಶಗಳು,1,9
ದಿಣ್ಣೆಗಳು,ದಿಣ್ಣೆಗಳು,1,9
ಚೀನಾದಲ್ಲಿ,ಚೀನಾದಲ್ಲಿ,1,9
ಪೇಟೂಚಂದ್‌,ಪೇಟೂಚಂದ್‌,5,9
ಹೀಗಿರುವಾಗ,ಹೀಗಿರುವಾಗ,7,9
ಮಾಡಿಸಬೇಕೆ,ಮಾಡಿಸಬೇಕೆ,1,9
ಮೀಸೆಯನ್ನು,ಮೀಸೆಯನ್ನು,4,9
ತಮ್ಮದೆಂದು,ತಮ್ಮದೆಂದು,1,9
ವಾದಿಸಿದನು,ವಾದಿಸಿದನು,1,9
ಚಿಂತಾಮಣಿಯ,ಚಿಂತಾಮಣಿಯ,1,9
ಉದುರಿಹೋಗಿ,ಉದುರಿಹೋಗಿ,1,9
ಬಗೆಹರಿಸುವ,ಬಗೆಹರಿಸುವ,1,9
ಉಸ್ತುವಾರಿ,ಉಸ್ತುವಾರಿ,2,9
ಬಡಗಿಯನ್ನು,ಬಡಗಿಯನ್ನು,1,9
ಗೋಡೆಯಲ್ಲಿ,ಗೋಡೆಯಲ್ಲಿ,2,9
ರಂಧ್ರದಿಂದ,ರಂಧ್ರದಿಂದ,1,9
ಬಟ್ಟಲೊಳಗೆ,ಬಟ್ಟಲೊಳಗೆ,1,9
ಸಿದ್ಧನಾಗಿ,ಸಿದ್ಧನಾಗಿ,1,9
ತುಲುಪಿದಾಗ,ತುಲುಪಿದಾಗ,1,9
ಈಜುರೆಕ್ಕೆ,ಈಜುರೆಕ್ಕೆ,2,9
ಓರಿಯಂಟಲ್‌,ಓರಿಯಂಟಲ್‌,1,9
ಪ್ಯಾರೆಟ್‌,ಪ್ಯಾರೆಟ್‌,1,9
ಟ್ರಂಪೆಟ್‌,ಟ್ರಂಪೆಟ್‌,1,9
ಸಸ್ಯವನ್ನು,ಸಸ್ಯವನ್ನು,3,9
ಹನಿಕೂಂಬ್‌,ಹನಿಕೂಂಬ್‌,2,9
ಟರ್ಟಲನ್ನು,ಟರ್ಟಲನ್ನು,1,9
ವಾಸಿಸುತ್ತ,ವಾಸಿಸುತ್ತ,1,9
ಮೂಲವಾಗಿದೆ,ಮೂಲವಾಗಿದೆ,1,9
ಸಸ್ಯಗಳಂತೆ,ಸಸ್ಯಗಳಂತೆ,1,9
ಪ್ರಭೇಧಗಳು,ಪ್ರಭೇಧಗಳು,1,9
ಬಿಳಿಮರಳಿನ,ಬಿಳಿಮರಳಿನ,1,9
ಜೀವಿಸುತ್ತ,ಜೀವಿಸುತ್ತ,1,9
ನೃತ್ಯದಂತೆ,ನೃತ್ಯದಂತೆ,1,9
ವಾಸಕ್ಕಾಗಿ,ವಾಸಕ್ಕಾಗಿ,1,9
ಬಿಲಗಳನ್ನು,ಬಿಲಗಳನ್ನು,2,9
ಸೀಗ್ರಾಸ್‌,ಸೀಗ್ರಾಸ್‌,1,9
ಪರಿಸರಕ್ಕೆ,ಪರಿಸರಕ್ಕೆ,1,9
ಅಡಿಗಳಷ್ಟು,ಅಡಿಗಳಷ್ಟು,5,9
ರಾವಣನನ್ನು,ರಾವಣನನ್ನು,3,9
ಅಯೋಧ್ಯೆಗೆ,ಅಯೋಧ್ಯೆಗೆ,1,9
ಕರೆಯಲಾಗುವ,ಕರೆಯಲಾಗುವ,1,9
ತನ್ನಷ್ಟಕೆ,ತನ್ನಷ್ಟಕೆ,2,9
ಹಾರಬಲ್ಲದು,ಹಾರಬಲ್ಲದು,1,9
ಚಲಿಸುತ್ತೆ,ಚಲಿಸುತ್ತೆ,1,9
ಕಾಡುತ್ತದೆ,ಕಾಡುತ್ತದೆ,1,9
ಪರದೆಯನ್ನು,ಪರದೆಯನ್ನು,2,9
ಸೈಟಿನಲ್ಲಿ,ಸೈಟಿನಲ್ಲಿ,1,9
ಗುದ್ದದಂತೆ,ಗುದ್ದದಂತೆ,1,9
ಸಂವೇದಕಗಳು,ಸಂವೇದಕಗಳು,1,9
ತಕ್ಷಣಕ್ಕೆ,ತಕ್ಷಣಕ್ಕೆ,2,9
ನಿಲ್ಲಚೇಕು,ನಿಲ್ಲಚೇಕು,1,9
ನೋಡಿಕೊಂಡೇ,ನೋಡಿಕೊಂಡೇ,1,9
ಬಂದುಬಿಟ್ಟ,ಬಂದುಬಿಟ್ಟ,1,9
ಹೇಳಿದಾಗಲೂ,ಹೇಳಿದಾಗಲೂ,1,9
ನಿಯಂತ್ರಿತ,ನಿಯಂತ್ರಿತ,1,9
ಕಾರಣವೆಂದು,ಕಾರಣವೆಂದು,2,9
ಪಡೆಯಬಹುದು,ಪಡೆಯಬಹುದು,13,9
ಗಾಡಿಯೊಂದರ,ಗಾಡಿಯೊಂದರ,1,9
ಕಂಪೆನಿಗಳು,ಕಂಪೆನಿಗಳು,1,9
ಜೀವಗಳನ್ನು,ಜೀವಗಳನ್ನು,1,9
ಉಳಿಸಬಹುದು,ಉಳಿಸಬಹುದು,1,9
ನೋಡಬಲ್ಲವು,ನೋಡಬಲ್ಲವು,1,9
